Symbol	Ensg	Tumor_Type	Evidence	Role
ABCB1	ENSG00000085563	GBM	C	Act
ABL2	ENSG00000143322	LUSC	B	Act
ACACA	ENSG00000132142	UCEC	C	Act
ACACA	ENSG00000132142	MM	C	Act
ACAD8	ENSG00000151498	LUSC	C	Act
ACAD8	ENSG00000151498	STAD	C	Act
ACAD8	ENSG00000151498	LUAD	C	Act
ACAD8	ENSG00000151498	HNSC	C	Act
ACAD8	ENSG00000151498	GBM	C	Act
ACO1	ENSG00000122729	LGG	C	LoF
ACO1	ENSG00000122729	ESCA	C	LoF
ACO1	ENSG00000122729	RCCC	C	LoF
ACO1	ENSG00000122729	LUAD	C	LoF
ACO1	ENSG00000122729	CM	C	LoF
ACO1	ENSG00000122729	OV	C	LoF
ACO1	ENSG00000122729	COREAD	C	LoF
ACO1	ENSG00000122729	BRCA	C	LoF
ACO1	ENSG00000122729	LUSC	C	LoF
ACSL3	ENSG00000123983	CM	B	Act
ACSL6	ENSG00000164398	LUSC	B	Act
ACSL6	ENSG00000164398	ESCA	B	Act
ACSL6	ENSG00000164398	BLCA	B	Act
ACSL6	ENSG00000164398	STAD	B	Act
ACSL6	ENSG00000164398	BRCA	B	Act
ACSL6	ENSG00000164398	COREAD	B	Act
ACTB	ENSG00000075624	BRCA	C	Act
ACTB	ENSG00000075624	BLCA	C	Act
ACTB	ENSG00000075624	UCEC	C	Act
ACTB	ENSG00000075624	HNSC	C	Act
ACTB	ENSG00000075624	DLBCL	C	Act
ACTB	ENSG00000075624	MM	C	Act
ACTG1	ENSG00000267807	UCEC	A	Act
ACTG1	ENSG00000267807	CM	A	Act
ACTG1	ENSG00000184009	UCEC	A	Act
ACTG1	ENSG00000267807	LUAD	A	Act
ACTG1	ENSG00000184009	RCCC	A	Act
ACTG1	ENSG00000184009	HNSC	A	Act
ACTG1	ENSG00000184009	OV	A	Act
ACTG1	ENSG00000184009	CM	A	Act
ACTG1	ENSG00000184009	LUAD	A	Act
ACTG1	ENSG00000267807	RCCC	A	Act
ACTG1	ENSG00000267807	PRAD	A	Act
ACTG1	ENSG00000267807	CLL	A	Act
ACTG1	ENSG00000184009	CLL	A	Act
ACTG1	ENSG00000184009	PRAD	A	Act
ACTG1	ENSG00000184009	BLCA	A	Act
ACTG1	ENSG00000267807	BLCA	A	Act
ACTG1	ENSG00000267807	HNSC	A	Act
ACTG1	ENSG00000267807	OV	A	Act
ACTG2	ENSG00000163017	STAD	C	Act
ACTG2	ENSG00000163017	LUSC	C	Act
ACTG2	ENSG00000163017	CM	C	Act
ACTG2	ENSG00000163017	LUAD	C	Act
ACVR1B	ENSG00000135503	BRCA	C	LoF
ACVR1B	ENSG00000135503	COREAD	C	LoF
ACVR1B	ENSG00000135503	CM	C	LoF
ACVR1B	ENSG00000135503	PAAD	A	LoF
ACVR1B	ENSG00000135503	STAD	C	LoF
ACVR1B	ENSG00000135503	ESCA	C	LoF
ACVR1B	ENSG00000135503	LUSC	C	LoF
ACVR1B	ENSG00000135503	LUAD	C	LoF
ACVR2A	ENSG00000121989	HC	A	LoF
ACVR2A	ENSG00000121989	LUAD	A	LoF
ACVR2A	ENSG00000121989	CM	A	LoF
ACVR2A	ENSG00000121989	PAAD	A	LoF
ACVR2A	ENSG00000121989	STAD	A	LoF
ACVR2A	ENSG00000121989	HNSC	A	LoF
ADAM10	ENSG00000137845	GBM	C	Act
ADAM10	ENSG00000137845	LUAD	C	Act
ADAM10	ENSG00000137845	LUSC	C	Act
ADAM10	ENSG00000137845	ESCA	C	Act
ADAM10	ENSG00000137845	HNSC	C	Act
ADAM10	ENSG00000137845	STAD	C	Act
ADAM10	ENSG00000137845	BLCA	C	Act
ADCY1	ENSG00000164742	PRAD	C	Act
AFF4	ENSG00000072364	LUSC	B	Act
AFF4	ENSG00000072364	OV	B	Act
AFF4	ENSG00000072364	BRCA	B	Act
AFF4	ENSG00000072364	BLCA	B	Act
AFF4	ENSG00000072364	STAD	B	Act
AFF4	ENSG00000072364	LUAD	B	Act
AFF4	ENSG00000072364	CM	B	Act
AFF4	ENSG00000072364	ESCA	B	Act
AHCTF1	ENSG00000153207	CM	C	Ambiguous
AHR	ENSG00000106546	RCCC	C	Act
AHR	ENSG00000106546	ESCA	C	Act
AHR	ENSG00000106546	HNSC	C	Act
AHR	ENSG00000106546	NB	C	Act
AHR	ENSG00000106546	CM	C	Act
AHR	ENSG00000106546	UCEC	C	Act
AHR	ENSG00000106546	SCLC	C	Act
AHR	ENSG00000106546	BLCA	C	Act
AKT1	ENSG00000142208	BRCA	A	Act
AKT1	ENSG00000142208	CM	A	Act
AKT1	ENSG00000142208	MEN	A	Act
AKT1	ENSG00000142208	LUAD	A	Act
AKT1	ENSG00000142208	RCCC	A	Act
AKT1	ENSG00000142208	UCEC	A	Act
AKT1	ENSG00000142208	HNSC	A	Act
ALK	ENSG00000171094	UCEC	B	Act
ALK	ENSG00000171094	NB	A	Act
ANK3	ENSG00000151150	BRCA	C	Act
ANK3	ENSG00000151150	SCLC	C	Act
ANK3	ENSG00000151150	BLCA	C	Act
ANK3	ENSG00000151150	NB	C	Act
ANK3	ENSG00000151150	STAD	C	Act
ANK3	ENSG00000151150	CM	C	Act
ANK3	ENSG00000151150	UCEC	C	Act
ANK3	ENSG00000151150	GBM	C	Act
APAF1	ENSG00000120868	HNSC	C	LoF
APC	ENSG00000134982	HC	A	LoF
APC	ENSG00000134982	MM	A	LoF
APC	ENSG00000134982	PRAD	A	LoF
APC	ENSG00000134982	HNSC	A	LoF
APC	ENSG00000134982	BLCA	A	LoF
APC	ENSG00000134982	NSCLC	A	LoF
APC	ENSG00000134982	STAD	A	LoF
APC	ENSG00000134982	BRCA	A	LoF
APC	ENSG00000134982	COREAD	A	LoF
AQR	ENSG00000021776	PRAD	C	Act
AQR	ENSG00000021776	STAD	C	Act
AQR	ENSG00000021776	LUSC	C	Act
AQR	ENSG00000021776	CM	C	Act
AQR	ENSG00000021776	BLCA	C	Act
AQR	ENSG00000021776	BRCA	C	Act
AQR	ENSG00000021776	GBM	C	Act
ARAP3	ENSG00000120318	UCEC	C	LoF
ARFGAP1	ENSG00000101199	CM	C	Ambiguous
ARFGAP1	ENSG00000101199	HNSC	C	Ambiguous
ARFGAP1	ENSG00000101199	BLCA	C	Ambiguous
ARFGAP1	ENSG00000101199	LUAD	C	Ambiguous
ARFGAP3	ENSG00000242247	PRAD	A	LoF
ARFGEF1	ENSG00000066777	STAD	C	Ambiguous
ARFGEF2	ENSG00000124198	ESCA	C	Act
ARFGEF2	ENSG00000124198	GBM	C	Act
ARFGEF2	ENSG00000124198	BRCA	C	Act
ARFGEF2	ENSG00000124198	BLCA	C	Act
ARFGEF2	ENSG00000124198	CM	C	Act
ARFGEF2	ENSG00000124198	LGG	C	Act
ARFGEF2	ENSG00000124198	LUSC	C	Act
ARFGEF2	ENSG00000124198	HNSC	C	Act
ARFGEF2	ENSG00000124198	PRAD	C	Act
ARHGAP26	ENSG00000145819	CM	B	Act
ARHGAP26	ENSG00000145819	MM	B	Act
ARHGAP26	ENSG00000145819	ESCA	B	Act
ARHGAP26	ENSG00000145819	RCCC	B	Act
ARHGAP26	ENSG00000145819	BLCA	B	Act
ARHGAP26	ENSG00000145819	LGG	B	Act
ARHGAP26	ENSG00000145819	LUAD	B	Act
ARHGAP26	ENSG00000145819	STAD	B	Act
ARHGAP26	ENSG00000145819	THCA	B	Act
ARHGAP29	ENSG00000137962	CM	C	LoF
ARHGAP35	ENSG00000160007	GBM	C	LoF
ARHGAP35	ENSG00000160007	BRCA	C	LoF
ARHGAP35	ENSG00000160007	CLL	C	LoF
ARHGAP35	ENSG00000160007	CM	C	LoF
ARHGAP35	ENSG00000160007	UCEC	C	LoF
ARHGAP35	ENSG00000160007	HC	C	LoF
ARHGAP35	ENSG00000160007	HNSC	C	LoF
ARHGAP35	ENSG00000160007	MM	C	LoF
ARHGAP35	ENSG00000160007	STAD	C	LoF
ARHGAP35	ENSG00000160007	ESCA	C	LoF
ARHGAP35	ENSG00000160007	BLCA	C	LoF
ARHGEF2	ENSG00000116584	CM	C	Act
ARHGEF6	ENSG00000129675	STAD	C	LoF
ARHGEF6	ENSG00000129675	GBM	C	LoF
ARHGEF6	ENSG00000129675	CM	C	LoF
ARHGEF6	ENSG00000129675	UCEC	C	LoF
ARHGEF6	ENSG00000129675	LGG	C	LoF
ARHGEF6	ENSG00000129675	HNSC	C	LoF
ARHGEF6	ENSG00000129675	LUSC	C	LoF
ARID1A	ENSG00000117713	BRCA	A	LoF
ARID1A	ENSG00000117713	CLL	A	LoF
ARID1A	ENSG00000117713	PAAD	A	LoF
ARID1A	ENSG00000117713	SCLC	A	LoF
ARID1A	ENSG00000117713	HC	A	LoF
ARID1A	ENSG00000117713	PRAD	A	LoF
ARID1A	ENSG00000117713	LGG	A	LoF
ARID1A	ENSG00000117713	DLBCL	A	LoF
ARID1A	ENSG00000117713	ESCA	A	LoF
ARID1A	ENSG00000117713	STAD	A	LoF
ARID1A	ENSG00000117713	UCEC	A	LoF
ARID1A	ENSG00000117713	LUAD	A	LoF
ARID1A	ENSG00000117713	COREAD	A	LoF
ARID1A	ENSG00000117713	MB	A	LoF
ARID1A	ENSG00000117713	MM	A	LoF
ARID1A	ENSG00000117713	NB	A	LoF
ARID1A	ENSG00000117713	GBM	A	LoF
ARID1A	ENSG00000117713	BLCA	A	LoF
ARID1A	ENSG00000117713	LUSC	A	LoF
ARID1A	ENSG00000117713	RCCC	A	LoF
ARID1A	ENSG00000117713	OV	A	LoF
ARID1B	ENSG00000049618	LUSC	C	LoF
ARID1B	ENSG00000049618	RCCC	C	LoF
ARID1B	ENSG00000049618	HNSC	C	LoF
ARID1B	ENSG00000049618	HC	C	LoF
ARID1B	ENSG00000049618	PRAD	C	LoF
ARID1B	ENSG00000049618	SCLC	C	LoF
ARID1B	ENSG00000049618	CM	C	LoF
ARID1B	ENSG00000049618	MB	C	LoF
ARID1B	ENSG00000049618	BLCA	C	LoF
ARID1B	ENSG00000049618	LGG	C	LoF
ARID1B	ENSG00000049618	STAD	C	LoF
ARID2	ENSG00000189079	THCA	A	LoF
ARID2	ENSG00000189079	BRCA	A	LoF
ARID2	ENSG00000189079	SCLC	A	LoF
ARID2	ENSG00000189079	MB	A	LoF
ARID2	ENSG00000189079	HC	A	LoF
ARID2	ENSG00000189079	CM	A	LoF
ARID2	ENSG00000189079	MM	A	LoF
ARID2	ENSG00000189079	GBM	A	LoF
ARID2	ENSG00000189079	RCCC	A	LoF
ARID2	ENSG00000189079	PAAD	B	LoF
ARID2	ENSG00000189079	ESCA	A	LoF
ARID2	ENSG00000189079	LGG	A	LoF
ARID2	ENSG00000189079	HNSC	A	LoF
ARID4A	ENSG00000032219	STAD	C	Ambiguous
ARID4B	ENSG00000054267	BRCA	C	LoF
ARID5B	ENSG00000150347	UCEC	A	LoF
ARNTL	ENSG00000133794	BRCA	C	LoF
ARNTL	ENSG00000133794	COREAD	C	LoF
ARNTL	ENSG00000133794	ESCA	C	LoF
ARNTL	ENSG00000133794	UCEC	C	LoF
ARNTL	ENSG00000133794	LUSC	C	LoF
ASH1L	ENSG00000116539	BRCA	C	Act
ASH1L	ENSG00000116539	RCCC	C	Act
ASH1L	ENSG00000116539	HC	C	Act
ASH1L	ENSG00000116539	STAD	C	Act
ASH1L	ENSG00000116539	MM	C	Act
ASH1L	ENSG00000116539	SCLC	C	Act
ASH1L	ENSG00000116539	OV	C	Act
ASPM	ENSG00000066279	ESCA	C	Act
ASPM	ENSG00000066279	MM	C	Act
ASPM	ENSG00000066279	COREAD	C	Act
ASPM	ENSG00000066279	CM	C	Act
ASPM	ENSG00000066279	BRCA	C	Act
ASPM	ENSG00000066279	SCLC	C	Act
ASPM	ENSG00000066279	OV	C	Act
ASXL1	ENSG00000171456	CLL	B	LoF
ASXL1	ENSG00000171456	AML	B	LoF
ATF1	ENSG00000123268	RCCC	B	Act
ATF1	ENSG00000123268	BRCA	B	Act
ATF1	ENSG00000123268	CM	B	Act
ATF1	ENSG00000123268	OV	B	Act
ATF1	ENSG00000123268	UCEC	B	Act
ATF2	ENSG00000115966	PAAD	C	Ambiguous
ATIC	ENSG00000138363	STAD	B	Act
ATIC	ENSG00000138363	UCEC	B	Act
ATIC	ENSG00000138363	CM	B	Act
ATIC	ENSG00000138363	HNSC	B	Act
ATIC	ENSG00000138363	PRAD	B	Act
ATIC	ENSG00000138363	LUAD	B	Act
ATIC	ENSG00000138363	BRCA	B	Act
ATIC	ENSG00000138363	OV	B	Act
ATM	ENSG00000149311	PAAD	B	LoF
ATM	ENSG00000149311	NB	A	LoF
ATM	ENSG00000149311	RCCC	A	LoF
ATM	ENSG00000149311	BRCA	A	LoF
ATM	ENSG00000149311	ESCA	A	LoF
ATM	ENSG00000149311	CLL	A	LoF
ATM	ENSG00000149311	HNSC	A	LoF
ATM	ENSG00000149311	PRAD	A	LoF
ATM	ENSG00000149311	COREAD	A	LoF
ATM	ENSG00000149311	UCEC	A	LoF
ATP6AP2	ENSG00000182220	STAD	C	LoF
ATP6AP2	ENSG00000182220	HNSC	C	LoF
ATP6AP2	ENSG00000182220	CM	C	LoF
ATP6AP2	ENSG00000182220	LUAD	C	LoF
ATR	ENSG00000175054	OV	C	LoF
ATR	ENSG00000175054	BLCA	C	LoF
ATR	ENSG00000175054	HNSC	C	LoF
ATR	ENSG00000175054	UCEC	C	LoF
ATR	ENSG00000175054	BRCA	C	LoF
ATR	ENSG00000175054	SCLC	C	LoF
ATR	ENSG00000175054	ESCA	C	LoF
ATR	ENSG00000175054	STAD	C	LoF
ATRX	ENSG00000268946	COREAD	A	LoF
ATRX	ENSG00000085224	HNSC	A	LoF
ATRX	ENSG00000268946	LGG	A	LoF
ATRX	ENSG00000085224	HC	A	LoF
ATRX	ENSG00000268946	PRAD	A	LoF
ATRX	ENSG00000268946	HNSC	A	LoF
ATRX	ENSG00000085224	LGG	A	LoF
ATRX	ENSG00000268946	HC	A	LoF
ATRX	ENSG00000085224	PRAD	A	LoF
ATRX	ENSG00000085224	COREAD	A	LoF
ATRX	ENSG00000268946	CLL	A	LoF
ATRX	ENSG00000085224	SCLC	A	LoF
ATRX	ENSG00000268946	NB	A	LoF
ATRX	ENSG00000268946	SCLC	A	LoF
ATRX	ENSG00000085224	CM	A	LoF
ATRX	ENSG00000085224	NB	A	LoF
ATRX	ENSG00000085224	OV	A	LoF
ATRX	ENSG00000085224	GBM	A	LoF
ATRX	ENSG00000268946	OV	A	LoF
ATRX	ENSG00000268946	GBM	A	LoF
ATRX	ENSG00000268946	ESCA	A	LoF
ATRX	ENSG00000085224	CLL	A	LoF
ATRX	ENSG00000085224	ESCA	A	LoF
ATRX	ENSG00000268946	STAD	A	LoF
ATRX	ENSG00000085224	STAD	A	LoF
ATRX	ENSG00000268946	CM	A	LoF
AXIN1	ENSG00000103126	UCEC	C	LoF
AXIN2	ENSG00000168646	COREAD	C	LoF
B2M	ENSG00000166710	CM	A	LoF
B2M	ENSG00000166710	LUSC	A	LoF
B2M	ENSG00000166710	MM	A	LoF
B2M	ENSG00000166710	HNSC	A	LoF
BAP1	ENSG00000163930	ESCA	A	LoF
BAP1	ENSG00000163930	GBM	A	LoF
BAP1	ENSG00000163930	STAD	A	LoF
BAP1	ENSG00000163930	LUAD	A	LoF
BAP1	ENSG00000163930	CM	A	LoF
BAP1	ENSG00000163930	BRCA	A	LoF
BAP1	ENSG00000163930	RCCC	A	LoF
BAP1	ENSG00000163930	HNSC	A	LoF
BAP1	ENSG00000163930	OV	A	LoF
BAP1	ENSG00000163930	BLCA	A	LoF
BAZ2B	ENSG00000123636	SCLC	C	Act
BAZ2B	ENSG00000123636	LUAD	C	Act
BAZ2B	ENSG00000123636	UCEC	C	Act
BAZ2B	ENSG00000123636	HNSC	C	Act
BAZ2B	ENSG00000123636	CM	C	Act
BAZ2B	ENSG00000123636	OV	C	Act
BCL11A	ENSG00000119866	HNSC	B	Act
BCLAF1	ENSG00000029363	SCLC	C	Act
BCLAF1	ENSG00000029363	RCCC	C	Act
BCLAF1	ENSG00000029363	MB	C	Act
BCLAF1	ENSG00000029363	ESCA	C	Act
BCLAF1	ENSG00000029363	CM	C	Act
BCLAF1	ENSG00000029363	BLCA	C	Act
BCLAF1	ENSG00000029363	MM	C	Act
BCLAF1	ENSG00000029363	UCEC	C	Act
BCLAF1	ENSG00000029363	PRAD	C	Act
BCOR	ENSG00000183337	COREAD	B	LoF
BCOR	ENSG00000183337	CLL	B	LoF
BCOR	ENSG00000183337	PRAD	B	LoF
BCOR	ENSG00000183337	RCCC	B	LoF
BCOR	ENSG00000183337	AML	B	LoF
BCOR	ENSG00000183337	BRCA	B	LoF
BCOR	ENSG00000183337	STAD	B	LoF
BCOR	ENSG00000183337	MB	B	LoF
BCOR	ENSG00000183337	BLCA	B	LoF
BLM	ENSG00000197299	CLL	B	LoF
BLM	ENSG00000197299	MM	B	LoF
BLM	ENSG00000197299	ESCA	B	LoF
BLM	ENSG00000197299	LUSC	B	LoF
BLM	ENSG00000197299	CM	B	LoF
BLM	ENSG00000197299	LUAD	B	LoF
BLM	ENSG00000197299	BLCA	B	LoF
BLM	ENSG00000197299	HC	B	LoF
BMPR2	ENSG00000204217	SCLC	C	LoF
BMPR2	ENSG00000204217	COREAD	C	LoF
BMPR2	ENSG00000204217	OV	C	LoF
BMPR2	ENSG00000204217	HNSC	C	LoF
BMPR2	ENSG00000204217	BRCA	C	LoF
BMPR2	ENSG00000204217	RCCC	C	LoF
BMPR2	ENSG00000204217	BLCA	C	LoF
BMPR2	ENSG00000204217	UCEC	C	LoF
BMPR2	ENSG00000204217	CM	C	LoF
BMPR2	ENSG00000204217	LUAD	C	LoF
BPTF	ENSG00000262858	STAD	C	Act
BPTF	ENSG00000262858	ESCA	C	Act
BPTF	ENSG00000262858	CM	C	Act
BPTF	ENSG00000262858	HNSC	C	Act
BPTF	ENSG00000171634	HNSC	C	Act
BPTF	ENSG00000171634	MM	C	Act
BPTF	ENSG00000171634	ESCA	C	Act
BPTF	ENSG00000171634	CM	C	Act
BPTF	ENSG00000262858	BRCA	C	Act
BPTF	ENSG00000262858	PRAD	C	Act
BPTF	ENSG00000171634	STAD	C	Act
BPTF	ENSG00000262858	THCA	C	Act
BPTF	ENSG00000171634	GBM	C	Act
BPTF	ENSG00000262858	COREAD	C	Act
BPTF	ENSG00000262858	GBM	C	Act
BPTF	ENSG00000262858	MM	C	Act
BPTF	ENSG00000171634	HC	C	Act
BPTF	ENSG00000171634	PRAD	C	Act
BPTF	ENSG00000262858	HC	C	Act
BPTF	ENSG00000171634	COREAD	C	Act
BPTF	ENSG00000171634	THCA	C	Act
BPTF	ENSG00000171634	BRCA	C	Act
BRAF	ENSG00000157764	PRAD	A	Act
BRAF	ENSG00000157764	COREAD	A	Act
BRAF	ENSG00000157764	GBM	A	Act
BRAF	ENSG00000157764	STAD	A	Act
BRAF	ENSG00000157764	CM	A	Act
BRAF	ENSG00000157764	HNSC	A	Act
BRAF	ENSG00000157764	CLL	A	Act
BRAF	ENSG00000157764	LUAD	A	Act
BRAF	ENSG00000157764	BRCA	A	Act
BRAF	ENSG00000157764	OV	A	Act
BRAF	ENSG00000157764	PAAD	B	Act
BRAF	ENSG00000157764	MM	A	Act
BRAF	ENSG00000157764	UCEC	A	Act
BRAF	ENSG00000157764	BLCA	A	Act
BRAF	ENSG00000157764	THCA	A	Act
BRCA1	ENSG00000012048	UCEC	B	LoF
BRCA1	ENSG00000012048	CM	B	LoF
BRCA1	ENSG00000012048	MM	B	LoF
BRCA1	ENSG00000012048	OV	B	LoF
BRCA1	ENSG00000012048	GBM	B	LoF
BRCA1	ENSG00000012048	HNSC	B	LoF
BRCA1	ENSG00000012048	STAD	B	LoF
BRCA1	ENSG00000012048	BLCA	B	LoF
BRCA1	ENSG00000012048	BRCA	B	LoF
BRCA2	ENSG00000139618	BRCA	B	LoF
BRCA2	ENSG00000139618	OV	B	LoF
BRWD1	ENSG00000185658	SCLC	C	Act
BRWD1	ENSG00000185658	HNSC	C	Act
BRWD1	ENSG00000185658	LUAD	C	Act
BRWD1	ENSG00000185658	MM	C	Act
BRWD1	ENSG00000185658	CM	C	Act
BRWD1	ENSG00000185658	PRAD	C	Act
BRWD1	ENSG00000185658	COREAD	C	Act
C15orf55	ENSG00000184507	CM	B	Act
CAD	ENSG00000084774	COREAD	C	Act
CAD	ENSG00000084774	GBM	C	Act
CAD	ENSG00000084774	BLCA	C	Act
CAD	ENSG00000084774	LGG	C	Act
CAD	ENSG00000084774	STAD	C	Act
CAD	ENSG00000084774	RCCC	C	Act
CAD	ENSG00000084774	HNSC	C	Act
CAD	ENSG00000084774	BRCA	C	Act
CAPN7	ENSG00000131375	UCEC	C	Ambiguous
CAPN7	ENSG00000131375	ESCA	C	Ambiguous
CAPN7	ENSG00000131375	STAD	C	Ambiguous
CAPN7	ENSG00000131375	LUAD	C	Ambiguous
CARM1	ENSG00000142453	UCEC	C	Act
CARM1	ENSG00000142453	BLCA	C	Act
CARM1	ENSG00000142453	GBM	C	Act
CARM1	ENSG00000142453	HNSC	C	Act
CARM1	ENSG00000142453	BRCA	C	Act
CARM1	ENSG00000142453	CLL	C	Act
CARM1	ENSG00000142453	LUAD	C	Act
CASP1	ENSG00000137752	OV	C	LoF
CASP1	ENSG00000137752	CLL	C	LoF
CASP1	ENSG00000137752	PRAD	C	LoF
CASP1	ENSG00000137752	HNSC	C	LoF
CASP1	ENSG00000137752	GBM	C	LoF
CASP1	ENSG00000137752	CM	C	LoF
CASP8	ENSG00000064012	BRCA	A	LoF
CASP8	ENSG00000064012	LUSC	A	LoF
CASP8	ENSG00000064012	CM	A	LoF
CASP8	ENSG00000064012	HNSC	A	LoF
CASP8	ENSG00000064012	PRAD	A	LoF
CASP8	ENSG00000064012	COREAD	A	LoF
CASP8	ENSG00000064012	STAD	A	LoF
CASP8	ENSG00000064012	MM	A	LoF
CASP8	ENSG00000064012	LUAD	A	LoF
CASP8	ENSG00000064012	BLCA	A	LoF
CAT	ENSG00000121691	BLCA	C	Act
CAT	ENSG00000121691	HNSC	C	Act
CAT	ENSG00000121691	CM	C	Act
CAT	ENSG00000121691	PRAD	C	Act
CAT	ENSG00000121691	LUAD	C	Act
CAT	ENSG00000121691	RCCC	C	Act
CAT	ENSG00000121691	STAD	C	Act
CAT	ENSG00000121691	UCEC	C	Act
CBFB	ENSG00000067955	CM	B	Act
CBFB	ENSG00000067955	AML	B	Act
CBFB	ENSG00000067955	BRCA	A	Act
CCAR1	ENSG00000060339	STAD	C	LoF
CCAR1	ENSG00000060339	OV	C	LoF
CCAR1	ENSG00000060339	BRCA	C	LoF
CCAR1	ENSG00000060339	MB	C	LoF
CCAR1	ENSG00000060339	HNSC	C	LoF
CCAR1	ENSG00000060339	CM	C	LoF
CCAR1	ENSG00000060339	LUAD	C	LoF
CCAR1	ENSG00000060339	BLCA	C	LoF
CCAR1	ENSG00000060339	LUSC	C	LoF
CCAR1	ENSG00000060339	RCCC	C	LoF
CCND1	ENSG00000110092	UCEC	A	Act
CCT5	ENSG00000150753	LUAD	C	Act
CCT5	ENSG00000150753	OV	C	Act
CCT5	ENSG00000150753	HNSC	C	Act
CCT5	ENSG00000150753	SCLC	C	Act
CCT5	ENSG00000150753	CM	C	Act
CCT5	ENSG00000150753	STAD	C	Act
CCT5	ENSG00000150753	BLCA	C	Act
CCT5	ENSG00000150753	BRCA	C	Act
CD36	ENSG00000135218	CLL	C	Ambiguous
CDC27	ENSG00000004897	PRAD	C	LoF
CDC73	ENSG00000134371	RCCC	B	LoF
CDC73	ENSG00000134371	MM	B	LoF
CDC73	ENSG00000134371	STAD	B	LoF
CDC73	ENSG00000134371	LUSC	B	LoF
CDC73	ENSG00000134371	COREAD	B	LoF
CDC73	ENSG00000134371	CM	B	LoF
CDH1	ENSG00000039068	STAD	A	LoF
CDH1	ENSG00000039068	LUSC	A	LoF
CDH1	ENSG00000039068	LUAD	A	LoF
CDH1	ENSG00000039068	HNSC	A	LoF
CDH1	ENSG00000039068	CM	A	LoF
CDH1	ENSG00000039068	MM	A	LoF
CDH1	ENSG00000039068	BRCA	A	LoF
CDH1	ENSG00000039068	BLCA	A	LoF
CDH1	ENSG00000039068	RCCC	A	LoF
CDH1	ENSG00000039068	PRAD	A	LoF
CDH1	ENSG00000039068	ESCA	A	LoF
CDK12	ENSG00000167258	OV	B	LoF
CDK12	ENSG00000167258	HNSC	B	LoF
CDK12	ENSG00000167258	LUAD	B	LoF
CDK12	ENSG00000167258	LGG	B	LoF
CDK12	ENSG00000167258	MM	B	LoF
CDK12	ENSG00000167258	COREAD	B	LoF
CDK12	ENSG00000167258	THCA	B	LoF
CDK12	ENSG00000167258	SCLC	B	LoF
CDK12	ENSG00000167258	BLCA	B	LoF
CDK12	ENSG00000167258	BRCA	B	LoF
CDK4	ENSG00000135446	CM	B	Act
CDKN1A	ENSG00000124762	LUSC	A	LoF
CDKN1A	ENSG00000124762	BLCA	A	LoF
CDKN1A	ENSG00000124762	CM	A	LoF
CDKN1B	ENSG00000111276	PRAD	A	LoF
CDKN1B	ENSG00000111276	HNSC	A	LoF
CDKN1B	ENSG00000111276	BRCA	A	LoF
CDKN1B	ENSG00000111276	COREAD	A	LoF
CDKN1B	ENSG00000111276	BLCA	A	LoF
CDKN1B	ENSG00000111276	LUAD	A	LoF
CDKN1B	ENSG00000111276	UCEC	A	LoF
CDKN1B	ENSG00000111276	MM	A	LoF
CDKN1B	ENSG00000111276	ESCA	A	LoF
CDKN2A	ENSG00000147889	ESCA	A	LoF
CDKN2A	ENSG00000147889	BLCA	A	LoF
