Symbol	Ensg	Tumor_Type	Evidence	Role
CDKN2A	ENSG00000147889	LUSC	A	LoF
CDKN2A	ENSG00000147889	LUAD	A	LoF
CDKN2A	ENSG00000147889	PAAD	B	LoF
CDKN2A	ENSG00000147889	STAD	A	LoF
CDKN2A	ENSG00000147889	HNSC	A	LoF
CDKN2A	ENSG00000147889	CM	A	LoF
CEBPA	ENSG00000245848	AML	A	ambiguous
CEP290	ENSG00000198707	ESCA	C	LoF
CEP290	ENSG00000198707	STAD	C	LoF
CEP290	ENSG00000198707	CM	C	LoF
CEP290	ENSG00000198707	BLCA	C	LoF
CEP290	ENSG00000198707	BRCA	C	LoF
CEP290	ENSG00000198707	COREAD	C	LoF
CEP290	ENSG00000198707	HNSC	C	LoF
CEP290	ENSG00000198707	MM	C	LoF
CEP290	ENSG00000198707	NB	C	LoF
CEP290	ENSG00000198707	HC	C	LoF
CEP290	ENSG00000198707	PRAD	C	LoF
CHD1L	ENSG00000264980	PRAD	C	Ambiguous
CHD1L	ENSG00000131778	CM	C	Ambiguous
CHD1L	ENSG00000131778	STAD	C	Ambiguous
CHD1L	ENSG00000264980	STAD	C	Ambiguous
CHD1L	ENSG00000264980	CM	C	Ambiguous
CHD1L	ENSG00000264980	LUAD	C	Ambiguous
CHD1L	ENSG00000131778	PRAD	C	Ambiguous
CHD1L	ENSG00000131778	SCLC	C	Ambiguous
CHD1L	ENSG00000264980	OV	C	Ambiguous
CHD1L	ENSG00000131778	OV	C	Ambiguous
CHD1L	ENSG00000264980	LUSC	C	Ambiguous
CHD1L	ENSG00000131778	LUSC	C	Ambiguous
CHD1L	ENSG00000131778	LUAD	C	Ambiguous
CHD1L	ENSG00000264980	SCLC	C	Ambiguous
CHD2	ENSG00000173575	CM	C	LoF
CHD2	ENSG00000173575	LUSC	B	LoF
CHD2	ENSG00000173575	BRCA	A	LoF
CHD2	ENSG00000173575	CLL	A	LoF
CHD2	ENSG00000173575	THCA	A	LoF
CHD2	ENSG00000173575	RCCC	C	LoF
CHD2	ENSG00000173575	PRAD	A	LoF
CHD2	ENSG00000173575	LUAD	A	LoF
CHD3	ENSG00000170004	LUSC	C	LoF
CHD3	ENSG00000170004	PRAD	C	LoF
CHD3	ENSG00000170004	BLCA	C	LoF
CHD3	ENSG00000170004	THCA	C	LoF
CHD3	ENSG00000170004	CM	C	LoF
CHD3	ENSG00000170004	UCEC	C	LoF
CHD3	ENSG00000170004	STAD	C	LoF
CHD4	ENSG00000111642	OV	A	Act
CHD4	ENSG00000111642	DLBCL	A	Act
CHD4	ENSG00000111642	BRCA	A	Act
CHD4	ENSG00000111642	ESCA	A	Act
CHD4	ENSG00000111642	COREAD	A	Act
CHD4	ENSG00000111642	PRAD	A	Act
CHD4	ENSG00000111642	AML	A	Act
CHD4	ENSG00000111642	UCEC	A	Act
CHD6	ENSG00000124177	CM	C	Act
CHD8	ENSG00000100888	GBM	C	LoF
CHD9	ENSG00000177200	BLCA	C	Act
CHD9	ENSG00000177200	MM	C	Act
CHD9	ENSG00000177200	PRAD	C	Act
CHD9	ENSG00000177200	COREAD	C	Act
CHD9	ENSG00000177200	UCEC	C	Act
CHD9	ENSG00000177200	CM	C	Act
CHD9	ENSG00000177200	BRCA	C	Act
CHD9	ENSG00000177200	HNSC	C	Act
CHEK2	ENSG00000183765	CM	B	LoF
CHEK2	ENSG00000183765	LUSC	B	LoF
CHEK2	ENSG00000183765	SCLC	B	LoF
CHEK2	ENSG00000183765	STAD	B	LoF
CHEK2	ENSG00000183765	LGG	B	LoF
CHEK2	ENSG00000183765	PAAD	B	LoF
CHEK2	ENSG00000183765	LUAD	B	LoF
CHEK2	ENSG00000183765	RCCC	B	LoF
CHEK2	ENSG00000183765	BRCA	B	LoF
CHEK2	ENSG00000183765	BLCA	B	LoF
CHEK2	ENSG00000183765	UCEC	B	LoF
CHEK2	ENSG00000183765	PRAD	B	LoF
CIC	ENSG00000079432	LUSC	A	LoF
CIC	ENSG00000079432	LGG	A	LoF
CIC	ENSG00000079432	CM	A	LoF
CIC	ENSG00000079432	BLCA	A	LoF
CIC	ENSG00000079432	ESCA	A	LoF
CIC	ENSG00000079432	BRCA	A	LoF
CIC	ENSG00000079432	LUAD	A	LoF
CIITA	ENSG00000179583	HNSC	B	Act
CLASP2	ENSG00000163539	CM	C	LoF
CLASP2	ENSG00000163539	LUSC	C	LoF
CLASP2	ENSG00000163539	HNSC	C	LoF
CLASP2	ENSG00000163539	BLCA	C	LoF
CLASP2	ENSG00000163539	LUAD	C	LoF
CLASP2	ENSG00000163539	STAD	C	LoF
CLASP2	ENSG00000163539	CLL	C	LoF
CLASP2	ENSG00000163539	OV	C	LoF
CLASP2	ENSG00000163539	BRCA	C	LoF
CLCC1	ENSG00000121940	CM	A	Act
CLOCK	ENSG00000134852	CM	C	LoF
CLOCK	ENSG00000134852	LUSC	C	LoF
CLOCK	ENSG00000134852	UCEC	C	LoF
CLOCK	ENSG00000134852	GBM	C	LoF
CLOCK	ENSG00000134852	STAD	C	LoF
CLSPN	ENSG00000092853	LUAD	C	LoF
CLSPN	ENSG00000092853	BRCA	C	LoF
CLSPN	ENSG00000092853	BLCA	C	LoF
CLSPN	ENSG00000092853	SCLC	C	LoF
CLSPN	ENSG00000092853	COREAD	C	LoF
CLSPN	ENSG00000092853	OV	C	LoF
CLSPN	ENSG00000092853	CLL	C	LoF
CLSPN	ENSG00000092853	HNSC	C	LoF
CLSPN	ENSG00000092853	CM	C	LoF
CLTC	ENSG00000141367	RCCC	B	Act
CLTC	ENSG00000141367	GBM	B	Act
CLTC	ENSG00000141367	CM	B	Act
CLTC	ENSG00000141367	ESCA	B	Act
CLTC	ENSG00000141367	MM	B	Act
CLTC	ENSG00000141367	BLCA	B	Act
CLTC	ENSG00000141367	UCEC	B	Act
CLTC	ENSG00000141367	BRCA	B	Act
CLTC	ENSG00000141367	STAD	B	Act
CNOT1	ENSG00000125107	STAD	C	LoF
CNOT1	ENSG00000125107	ALL	C	LoF
CNOT1	ENSG00000125107	PRAD	C	LoF
CNOT1	ENSG00000125107	BLCA	C	LoF
CNOT1	ENSG00000125107	HC	C	LoF
CNOT1	ENSG00000125107	ESCA	C	LoF
CNOT1	ENSG00000125107	GBM	C	LoF
CNOT1	ENSG00000125107	MM	C	LoF
CNOT1	ENSG00000125107	COREAD	C	LoF
CNOT3	ENSG00000268909	BRCA	C	Act
CNOT3	ENSG00000262369	BRCA	C	Act
CNOT3	ENSG00000088038	LUSC	C	Act
CNOT3	ENSG00000268909	LUSC	C	Act
CNOT3	ENSG00000088038	ALL	C	Act
CNOT3	ENSG00000268909	ALL	C	Act
CNOT3	ENSG00000269595	ALL	C	Act
CNOT3	ENSG00000268909	PRAD	C	Act
CNOT3	ENSG00000088038	PRAD	C	Act
CNOT3	ENSG00000269595	LUSC	C	Act
CNOT3	ENSG00000268321	ALL	C	Act
CNOT3	ENSG00000269272	ALL	C	Act
CNOT3	ENSG00000269073	ALL	C	Act
CNOT3	ENSG00000262369	ALL	C	Act
CNOT3	ENSG00000268285	ALL	C	Act
CNOT3	ENSG00000268321	LUSC	C	Act
CNOT3	ENSG00000269073	BRCA	C	Act
CNOT3	ENSG00000269272	BRCA	C	Act
CNOT3	ENSG00000268285	BRCA	C	Act
CNOT3	ENSG00000268321	BRCA	C	Act
CNOT3	ENSG00000268285	LUSC	C	Act
CNOT3	ENSG00000262369	LUSC	C	Act
CNOT3	ENSG00000269073	LUSC	C	Act
CNOT3	ENSG00000269272	LUSC	C	Act
CNOT3	ENSG00000269595	BRCA	C	Act
CNOT3	ENSG00000088038	BRCA	C	Act
CNOT3	ENSG00000088038	CM	C	Act
CNOT3	ENSG00000269073	ESCA	C	Act
CNOT3	ENSG00000268285	PRAD	C	Act
CNOT3	ENSG00000268285	LUAD	C	Act
CNOT3	ENSG00000269595	ESCA	C	Act
CNOT3	ENSG00000268909	LUAD	C	Act
CNOT3	ENSG00000088038	LUAD	C	Act
CNOT3	ENSG00000268285	RCCC	C	Act
CNOT3	ENSG00000262369	RCCC	C	Act
CNOT3	ENSG00000269073	RCCC	C	Act
CNOT3	ENSG00000262369	PRAD	C	Act
CNOT3	ENSG00000269272	RCCC	C	Act
CNOT3	ENSG00000088038	RCCC	C	Act
CNOT3	ENSG00000268285	ESCA	C	Act
CNOT3	ENSG00000262369	ESCA	C	Act
CNOT3	ENSG00000268909	RCCC	C	Act
CNOT3	ENSG00000269595	RCCC	C	Act
CNOT3	ENSG00000088038	ESCA	C	Act
CNOT3	ENSG00000269272	ESCA	C	Act
CNOT3	ENSG00000268321	ESCA	C	Act
CNOT3	ENSG00000268321	RCCC	C	Act
CNOT3	ENSG00000269073	PRAD	C	Act
CNOT3	ENSG00000269595	LUAD	C	Act
CNOT3	ENSG00000262369	CM	C	Act
CNOT3	ENSG00000268909	CM	C	Act
CNOT3	ENSG00000269595	CM	C	Act
CNOT3	ENSG00000268321	CM	C	Act
CNOT3	ENSG00000269272	CM	C	Act
CNOT3	ENSG00000269073	CM	C	Act
CNOT3	ENSG00000269073	LUAD	C	Act
CNOT3	ENSG00000262369	LUAD	C	Act
CNOT3	ENSG00000269272	LUAD	C	Act
CNOT3	ENSG00000269272	PRAD	C	Act
CNOT3	ENSG00000268285	CM	C	Act
CNOT3	ENSG00000268909	ESCA	C	Act
CNOT3	ENSG00000268321	PRAD	C	Act
CNOT3	ENSG00000269595	PRAD	C	Act
CNOT3	ENSG00000268321	LUAD	C	Act
CNOT4	ENSG00000080802	HNSC	A	Ambiguous
CNOT4	ENSG00000080802	STAD	A	Ambiguous
CNOT4	ENSG00000080802	RCCC	A	Ambiguous
CNOT4	ENSG00000080802	LUSC	A	Ambiguous
CNOT4	ENSG00000080802	LUAD	A	Ambiguous
CNOT4	ENSG00000080802	UCEC	A	Ambiguous
CNTNAP1	ENSG00000108797	PRAD	C	Ambiguous
COL1A1	ENSG00000108821	HNSC	B	Act
COL1A1	ENSG00000108821	STAD	B	Act
COL1A1	ENSG00000108821	MM	B	Act
COL1A1	ENSG00000108821	CM	B	Act
COL1A1	ENSG00000108821	NB	B	Act
COL1A1	ENSG00000108821	LUAD	B	Act
COPS2	ENSG00000166200	BLCA	C	LoF
COPS2	ENSG00000166200	LUAD	C	LoF
COPS2	ENSG00000166200	CM	C	LoF
COPS2	ENSG00000166200	LUSC	C	LoF
COPS2	ENSG00000166200	STAD	C	LoF
COPS2	ENSG00000166200	RCCC	C	LoF
CR1	ENSG00000203710	PAAD	A	Ambiguous
CREBBP	ENSG00000005339	DLBCL	A	LoF
CREBBP	ENSG00000005339	CLL	B	LoF
CREBBP	ENSG00000005339	MB	B	LoF
CREBBP	ENSG00000005339	ESCA	B	LoF
CREBBP	ENSG00000005339	SCLC	B	LoF
CREBBP	ENSG00000005339	COREAD	B	LoF
CREBBP	ENSG00000005339	LUAD	B	LoF
CREBBP	ENSG00000005339	NB	B	LoF
CRNKL1	ENSG00000101343	LUAD	C	Act
CRTC3	ENSG00000140577	CM	B	Act
CSDA	ENSG00000060138	CM	C	Act
CSDA	ENSG00000060138	RCCC	C	Act
CSDA	ENSG00000060138	STAD	C	Act
CSDA	ENSG00000060138	LUSC	C	Act
CSDE1	ENSG00000009307	LUSC	C	LoF
CSDE1	ENSG00000009307	OV	C	LoF
CSDE1	ENSG00000009307	BLCA	C	LoF
CSDE1	ENSG00000009307	STAD	C	LoF
CSDE1	ENSG00000009307	BRCA	C	LoF
CSDE1	ENSG00000009307	GBM	C	LoF
CSNK1G3	ENSG00000151292	ESCA	C	LoF
CSNK1G3	ENSG00000151292	STAD	C	LoF
CSNK1G3	ENSG00000151292	CM	C	LoF
CSNK1G3	ENSG00000151292	BRCA	C	LoF
CSNK1G3	ENSG00000151292	LUAD	C	LoF
CSNK1G3	ENSG00000151292	UCEC	C	LoF
CSNK2A1	ENSG00000101266	HNSC	A	LoF
CTCF	ENSG00000102974	UCEC	A	LoF
CTCF	ENSG00000102974	CM	A	LoF
CTCF	ENSG00000102974	HNSC	A	LoF
CTCF	ENSG00000102974	BLCA	A	LoF
CTCF	ENSG00000102974	COREAD	A	LoF
CTCF	ENSG00000102974	RCCC	A	LoF
CTCF	ENSG00000102974	BRCA	A	LoF
CTCF	ENSG00000102974	LUAD	A	LoF
CTNNB1	ENSG00000168036	LUSC	A	Act
CTNNB1	ENSG00000168036	CM	A	Act
CTNNB1	ENSG00000168036	HC	A	Act
CTNNB1	ENSG00000168036	OV	A	Act
CTNNB1	ENSG00000168036	MB	A	Act
CTNNB1	ENSG00000168036	PAAD	B	Act
CTNNB1	ENSG00000168036	LUAD	A	Act
CTNNB1	ENSG00000168036	PRAD	A	Act
CTNNB1	ENSG00000168036	HNSC	A	Act
CTNNB1	ENSG00000168036	UCEC	A	Act
CTNNB1	ENSG00000168036	STAD	A	Act
CTNNB1	ENSG00000168036	THCA	A	Act
CTNNB1	ENSG00000168036	BLCA	A	Act
CTNNB1	ENSG00000168036	COREAD	A	Act
CTNNB1	ENSG00000168036	ESCA	A	Act
CTNND1	ENSG00000198561	UCEC	C	LoF
CTTN	ENSG00000085733	LUSC	C	Act
CUL1	ENSG00000055130	HNSC	C	LoF
CUL1	ENSG00000055130	BRCA	C	LoF
CUL1	ENSG00000055130	LUSC	C	LoF
CUL1	ENSG00000055130	GBM	C	LoF
CUL1	ENSG00000055130	UCEC	C	LoF
CUL1	ENSG00000055130	STAD	C	LoF
CUL1	ENSG00000055130	RCCC	C	LoF
CUL1	ENSG00000055130	COREAD	C	LoF
CUL1	ENSG00000055130	CM	C	LoF
CUL1	ENSG00000055130	AML	C	LoF
CUL2	ENSG00000108094	STAD	C	LoF
CUL2	ENSG00000108094	BLCA	C	LoF
CUL2	ENSG00000108094	OV	C	LoF
CUL2	ENSG00000108094	LUAD	C	LoF
CUL2	ENSG00000108094	PRAD	C	LoF
CUL2	ENSG00000108094	CM	C	LoF
CUL3	ENSG00000036257	LUAD	C	LoF
CUL3	ENSG00000036257	STAD	C	LoF
CUL3	ENSG00000036257	CM	C	LoF
CUL3	ENSG00000036257	ESCA	C	LoF
CUL3	ENSG00000036257	HNSC	C	LoF
CUL3	ENSG00000036257	PRAD	C	LoF
CUX1	ENSG00000257923	PRAD	C	Ambiguous
CUX1	ENSG00000259938	PRAD	C	Ambiguous
CUX1	ENSG00000257923	UCEC	C	Ambiguous
CUX1	ENSG00000259938	UCEC	C	Ambiguous
CYLD	ENSG00000083799	CM	B	LoF
CYLD	ENSG00000083799	MM	B	LoF
CYLD	ENSG00000083799	HNSC	B	LoF
CYLD	ENSG00000083799	LUAD	B	LoF
CYLD	ENSG00000083799	STAD	B	LoF
CYTH4	ENSG00000100055	CM	C	Ambiguous
DDR2	ENSG00000162733	PAAD	B	Act
DDX3X	ENSG00000215301	RCCC	C	LoF
DDX3X	ENSG00000215301	MB	C	LoF
DDX3X	ENSG00000215301	HNSC	C	LoF
DDX3X	ENSG00000215301	LUAD	C	LoF
DDX3X	ENSG00000215301	BLCA	C	LoF
DDX3X	ENSG00000215301	LGG	C	LoF
DDX3X	ENSG00000215301	LUSC	C	LoF
DDX3X	ENSG00000215301	BRCA	C	LoF
DDX3X	ENSG00000215301	CLL	C	LoF
DDX3X	ENSG00000215301	CM	C	LoF
DDX3X	ENSG00000215301	MM	C	LoF
DDX5	ENSG00000108654	RCCC	A	Act
DDX5	ENSG00000108654	LUAD	A	Act
DDX5	ENSG00000108654	OV	A	Act
DDX5	ENSG00000263077	LUAD	A	Act
DDX5	ENSG00000108654	STAD	A	Act
DDX5	ENSG00000108654	BRCA	A	Act
DDX5	ENSG00000263077	BRCA	A	Act
DDX5	ENSG00000263077	RCCC	A	Act
DDX5	ENSG00000263077	OV	A	Act
DDX5	ENSG00000108654	CM	A	Act
DDX5	ENSG00000108654	ESCA	A	Act
DDX5	ENSG00000263077	CM	A	Act
DDX5	ENSG00000263077	ESCA	A	Act
DDX5	ENSG00000263077	STAD	A	Act
DDX5	ENSG00000263077	BLCA	A	Act
DDX5	ENSG00000108654	BLCA	A	Act
DEPDC1B	ENSG00000035499	UCEC	C	LoF
DHX15	ENSG00000109606	CM	C	LoF
DHX15	ENSG00000109606	LUAD	C	LoF
DHX15	ENSG00000109606	LUSC	C	LoF
DHX15	ENSG00000109606	RCCC	C	LoF
DHX15	ENSG00000109606	UCEC	C	LoF
DHX15	ENSG00000109606	BRCA	C	LoF
DHX15	ENSG00000109606	MM	C	LoF
DHX15	ENSG00000109606	STAD	C	LoF
DHX35	ENSG00000101452	UCEC	C	Act
DHX9	ENSG00000135829	LUSC	C	Act
DICER1	ENSG00000100697	UCEC	B	LoF
DICER1	ENSG00000100697	SCLC	B	LoF
DICER1	ENSG00000100697	HNSC	B	LoF
DICER1	ENSG00000100697	THCA	B	LoF
DICER1	ENSG00000100697	CM	B	LoF
DICER1	ENSG00000100697	BLCA	B	LoF
DICER1	ENSG00000100697	RCCC	B	LoF
DIS3	ENSG00000083520	RCCC	C	LoF
DIS3	ENSG00000083520	CM	B	LoF
DIS3	ENSG00000083520	UCEC	A	LoF
DIS3	ENSG00000083520	AML	C	LoF
DIS3	ENSG00000083520	GBM	C	LoF
DIS3	ENSG00000083520	STAD	C	LoF
DIS3	ENSG00000083520	BRCA	C	LoF
DIS3	ENSG00000083520	MM	A	LoF
DIS3	ENSG00000083520	COREAD	A	LoF
DIS3	ENSG00000083520	BLCA	C	LoF
DLG1	ENSG00000075711	CM	C	Act
DLG1	ENSG00000075711	BLCA	C	Act
DLG1	ENSG00000075711	LUSC	C	Act
DLG1	ENSG00000075711	STAD	C	Act
DLG1	ENSG00000075711	OV	C	Act
DLG1	ENSG00000075711	ESCA	C	Act
DNMT3A	ENSG00000119772	AML	A	LoF
DNMT3A	ENSG00000119772	LUAD	A	LoF
DNMT3A	ENSG00000119772	COREAD	A	LoF
DNMT3A	ENSG00000119772	STAD	A	LoF
DNMT3A	ENSG00000119772	HNSC	A	LoF
DNMT3A	ENSG00000119772	OV	A	LoF
DNMT3A	ENSG00000119772	CM	A	LoF
DNMT3A	ENSG00000119772	UCEC	A	LoF
EEF1A1	ENSG00000156508	LUSC	A	LoF
EEF1A1	ENSG00000156508	ESCA	A	LoF
EEF1A1	ENSG00000156508	HNSC	A	LoF
EEF1A1	ENSG00000156508	RCCC	A	LoF
EEF1A1	ENSG00000156508	STAD	A	LoF
EEF1B2	ENSG00000114942	LGG	C	Act
EEF1B2	ENSG00000114942	BLCA	C	Act
EEF1B2	ENSG00000114942	PRAD	C	Act
EEF1B2	ENSG00000114942	LUAD	C	Act
EFTUD2	ENSG00000108883	LUAD	C	Ambiguous
EGFR	ENSG00000146648	RCCC	A	Act
EGFR	ENSG00000146648	LGG	A	Act
EGFR	ENSG00000146648	ESCA	A	Act
EGFR	ENSG00000146648	GBM	A	Act
EGFR	ENSG00000146648	BRCA	A	Act
EGFR	ENSG00000146648	LUAD	A	Act
EGFR	ENSG00000146648	COREAD	A	Act
EGFR	ENSG00000146648	LUSC	A	Act
EGFR	ENSG00000146648	STAD	A	Act
EGFR	ENSG00000146648	PRAD	A	Act
EGFR	ENSG00000146648	UCEC	A	Act
EGFR	ENSG00000146648	HNSC	A	Act
EGFR	ENSG00000146648	AML	A	Act
EIF1AX	ENSG00000173674	LGG	A	LoF
EIF1AX	ENSG00000173674	THCA	A	LoF
EIF1AX	ENSG00000173674	CM	A	LoF
EIF1AX	ENSG00000173674	BRCA	A	LoF
EIF1AX	ENSG00000173674	UCEC	A	LoF
EIF2AK3	ENSG00000172071	ESCA	C	LoF
EIF2AK3	ENSG00000172071	STAD	C	LoF
EIF2AK3	ENSG00000172071	BLCA	C	LoF
EIF2AK3	ENSG00000172071	CM	C	LoF
EIF2AK3	ENSG00000172071	RCCC	C	LoF
EIF2AK3	ENSG00000172071	OV	C	LoF
EIF2AK3	ENSG00000172071	LUAD	C	LoF
EIF2AK3	ENSG00000172071	SCLC	C	LoF
EIF2AK3	ENSG00000172071	UCEC	C	LoF
EIF2AK3	ENSG00000172071	PRAD	C	LoF
EIF2C3	ENSG00000126070	HNSC	C	Act
EIF2C3	ENSG00000126070	LUSC	C	Act
EIF2C3	ENSG00000126070	NB	C	Act
EIF2C3	ENSG00000126070	RCCC	C	Act
EIF2C3	ENSG00000126070	BRCA	C	Act
EIF2C3	ENSG00000126070	LUAD	C	Act
EIF2C3	ENSG00000126070	UCEC	C	Act
EIF4A2	ENSG00000156976	BRCA	B	Act
EIF4A2	ENSG00000156976	CM	B	Act
EIF4A2	ENSG00000156976	BLCA	B	Act
EIF4A2	ENSG00000156976	OV	B	Act
EIF4A2	ENSG00000156976	RCCC	B	Act
EIF4A2	ENSG00000156976	LUSC	B	Act
EIF4A2	ENSG00000156976	UCEC	B	Act
EIF4A2	ENSG00000156976	STAD	B	Act
EIF4A2	ENSG00000156976	LUAD	B	Act
EIF4G1	ENSG00000114867	LUAD	C	Act
EIF4G1	ENSG00000114867	STAD	C	Act
EIF4G1	ENSG00000114867	BLCA	C	Act
EIF4G1	ENSG00000114867	PRAD	C	Act
EIF4G1	ENSG00000114867	UCEC	C	Act
EIF4G1	ENSG00000114867	BRCA	C	Act
EIF4G1	ENSG00000114867	ESCA	C	Act
EIF4G1	ENSG00000114867	RCCC	C	Act
EIF4G1	ENSG00000114867	CM	C	Act
EIF4G3	ENSG00000075151	CM	C	Act
ELF1	ENSG00000120690	BRCA	C	LoF
ELF1	ENSG00000120690	HNSC	C	LoF
ELF1	ENSG00000120690	LUSC	C	LoF
ELF1	ENSG00000120690	CM	C	LoF
ELF1	ENSG00000120690	BLCA	C	LoF
ELF1	ENSG00000120690	RCCC	C	LoF
ELF3	ENSG00000163435	BLCA	A	LoF
ELF3	ENSG00000163435	COREAD	A	LoF
ELF3	ENSG00000163435	STAD	A	LoF
ELF3	ENSG00000163435	CM	A	LoF
ELF3	ENSG00000163435	ESCA	A	LoF
ELF4	ENSG00000102034	HNSC	B	Act
EP300	ENSG00000100393	BLCA	B	LoF
EP300	ENSG00000100393	CLL	B	LoF
EP300	ENSG00000100393	PRAD	B	LoF
EP300	ENSG00000100393	HNSC	B	LoF
EP300	ENSG00000100393	LUAD	B	LoF
EP300	ENSG00000100393	ESCA	B	LoF
EP300	ENSG00000100393	UCEC	B	LoF
EP300	ENSG00000100393	SCLC	B	LoF
EP300	ENSG00000100393	CM	B	LoF
EP300	ENSG00000100393	BRCA	B	LoF
EPHA1	ENSG00000146904	STAD	C	Act
EPHA2	ENSG00000142627	HNSC	A	LoF
EPHA4	ENSG00000116106	LUAD	C	Ambiguous
EPHB2	ENSG00000133216	LUAD	C	Act
ERBB2	ENSG00000141736	BRCA	B	Act
ERBB2	ENSG00000141736	PAAD	B	Act
ERBB2IP	ENSG00000112851	BRCA	C	LoF
ERBB2IP	ENSG00000112851	ESCA	C	LoF
ERBB2IP	ENSG00000112851	OV	C	LoF
ERBB2IP	ENSG00000112851	RCCC	C	LoF
ERBB2IP	ENSG00000112851	CM	C	LoF
ERBB2IP	ENSG00000112851	CLL	C	LoF
ERBB2IP	ENSG00000112851	BLCA	C	LoF
ERBB2IP	ENSG00000112851	LUAD	C	LoF
ERBB2IP	ENSG00000112851	LUSC	C	LoF
ERBB2IP	ENSG00000112851	STAD	C	LoF
ERBB3	ENSG00000065361	UCEC	C	Act
ERBB3	ENSG00000065361	BLCA	C	Act
ERBB3	ENSG00000065361	CM	C	Act
ERCC2	ENSG00000104884	STAD	B	LoF
ERCC2	ENSG00000104884	LUAD	B	LoF
ERCC2	ENSG00000104884	BRCA	B	LoF
ERCC2	ENSG00000104884	PRAD	B	LoF
ERCC2	ENSG00000104884	BLCA	B	LoF
ERCC2	ENSG00000104884	ESCA	B	LoF
EZH2	ENSG00000106462	STAD	B	LoF
EZH2	ENSG00000106462	HNSC	B	LoF
EZH2	ENSG00000106462	LUAD	B	LoF
EZH2	ENSG00000106462	AML	B	LoF
EZH2	ENSG00000106462	CM	B	LoF
EZH2	ENSG00000106462	LUSC	B	LoF
EZH2	ENSG00000106462	GBM	B	LoF
EZH2	ENSG00000106462	RCCC	B	LoF
EZH2	ENSG00000106462	ESCA	B	LoF
FAF1	ENSG00000185104	CM	C	LoF
FAM123B	ENSG00000184675	RCCC	B	LoF
FAM123B	ENSG00000184675	LGG	B	LoF
FAM123B	ENSG00000184675	OV	B	LoF
FAM123B	ENSG00000184675	STAD	B	LoF
FAM123B	ENSG00000184675	SCLC	B	LoF
FAM123B	ENSG00000184675	COREAD	A	LoF
FAM123B	ENSG00000184675	UCEC	B	LoF
FAM123B	ENSG00000184675	BLCA	B	LoF
FAM46C	ENSG00000183508	MM	B	LoF
FANCI	ENSG00000140525	CM	C	Ambiguous
FAS	ENSG00000026103	CM	B	LoF
FAS	ENSG00000026103	STAD	B	LoF
FAS	ENSG00000026103	UCEC	B	LoF
FAT1	ENSG00000083857	HNSC	A	LoF
FAT1	ENSG00000083857	PRAD	A	LoF
FAT1	ENSG00000083857	LGG	A	LoF
FAT1	ENSG00000083857	SCLC	A	LoF
FAT1	ENSG00000083857	LUAD	A	LoF
FAT1	ENSG00000083857	BLCA	A	LoF
FAT1	ENSG00000083857	GBM	A	LoF
FAT2	ENSG00000086570	HNSC	C	Act
FBXO11	ENSG00000138081	DLBCL	B	LoF
FBXW7	ENSG00000109670	COREAD	A	LoF
FBXW7	ENSG00000109670	BLCA	A	LoF
FBXW7	ENSG00000109670	CLL	A	LoF
FBXW7	ENSG00000109670	BRCA	A	LoF
FBXW7	ENSG00000109670	LUAD	A	LoF
FBXW7	ENSG00000109670	OV	A	LoF
FBXW7	ENSG00000109670	UCEC	A	LoF
FBXW7	ENSG00000109670	MB	A	LoF
FBXW7	ENSG00000109670	ALL	A	LoF
FBXW7	ENSG00000109670	HNSC	A	LoF
FBXW7	ENSG00000109670	CM	A	LoF
FBXW7	ENSG00000109670	ESCA	A	LoF
